"","date","tweet_count"
"1068",2020-12-10,125000
"1069",2020-12-11,112000
"1070",2020-12-12,108000
"1071",2020-12-13,66000
"1072",2020-12-14,42000
"1073",2020-12-15,88000
"1074",2020-12-16,97000
"1075",2020-12-17,97000
"1076",2020-12-18,193000
"1077",2020-12-19,104000
"1078",2020-12-20,69000
"1079",2020-12-21,59000
"1080",2020-12-22,83000
"1081",2020-12-23,88000
"1082",2020-12-24,90000
"1083",2020-12-25,105000
"1084",2020-12-26,82000
"1085",2020-12-27,119000
"1086",2020-12-28,229000
"1087",2020-12-29,126000
"1088",2020-12-30,120000
"1089",2020-12-31,102000
"1090",2021-01-01,112000
"1091",2021-01-02,182000
"1092",2021-01-03,216000
"1093",2021-01-04,101000
"1094",2021-01-05,131000
"1095",2021-01-06,141000
"1096",2021-01-07,176000
"1097",2021-01-08,298000
"1098",2021-01-09,151000
"1099",2021-01-10,73000
"1100",2021-01-11,97000
"1101",2021-01-12,62000
"1102",2021-01-13,81000
"1103",2021-01-14,84000
"1104",2021-01-15,123000
"1105",2021-01-16,83000
"1106",2021-01-17,39000
"1107",2021-01-18,40000
"1108",2021-01-19,85000
"1109",2021-01-20,53000
"1110",2021-01-21,59000
"1111",2021-01-22,113000
"1112",2021-01-23,49000
"1113",2021-01-24,58000
"1114",2021-01-25,365000
"1115",2021-01-26,243000
"1116",2021-01-27,158000
"1117",2021-01-28,72000
"1118",2021-01-29,172000
"1119",2021-01-30,113000
"1120",2021-01-31,111000
"1121",2021-02-01,69000
"1122",2021-02-02,78000
"1123",2021-02-03,193000
"1124",2021-02-04,289000
"1125",2021-02-05,185000
"1126",2021-02-06,231000
"1127",2021-02-07,105000
"1128",2021-02-08,217000
"1129",2021-02-09,185000
"1130",2021-02-10,97000
"1131",2021-02-11,186000
"1132",2021-02-12,149000
"1133",2021-02-13,173000
"1134",2021-02-14,70000
"1135",2021-02-15,104000
"1136",2021-02-16,266000
"1137",2021-02-17,311000
"1138",2021-02-18,164000
"1139",2021-02-19,128000
"1140",2021-02-20,209000
"1141",2021-02-21,297000
"1142",2021-02-22,136000
"1143",2021-02-23,154000
"1144",2021-02-24,186000
"1145",2021-02-25,169000
"1146",2021-02-26,84000
"1147",2021-02-27,89000
"1148",2021-02-28,66000
"1149",2021-03-01,91000
"1150",2021-03-02,73000
"1151",2021-03-03,102000
"1152",2021-03-04,76000
"1153",2021-03-05,75000
"1154",2021-03-06,45000
"1155",2021-03-07,143000
"1156",2021-03-08,189000
"1157",2021-03-09,2e+05
"1158",2021-03-10,181000
"1159",2021-03-11,118000
"1160",2021-03-12,139000
"1161",2021-03-13,148000
"1162",2021-03-14,82000
"1163",2021-03-15,73000
"1164",2021-03-16,72000
"1165",2021-03-17,72000
"1166",2021-03-18,90000
"1167",2021-03-19,80000
"1168",2021-03-20,65000
"1169",2021-03-21,87000
"1170",2021-03-22,69000
"1171",2021-03-23,46000
"1172",2021-03-24,65000
"1173",2021-03-25,99000
"1174",2021-03-26,78000
"1175",2021-03-27,106000
"1176",2021-03-28,90000
"1177",2021-03-29,60000
"1178",2021-03-30,90000
"1179",2021-03-31,167000
"1180",2021-04-01,NA
"1181",2021-04-02,NA
"1182",2021-04-03,NA
"1183",2021-04-04,NA
"1184",2021-04-05,NA
"1185",2021-04-06,NA
"1186",2021-04-07,52000
"1187",2021-04-08,120000
"1188",2021-04-09,135000
"1189",2021-04-10,147000
"1190",2021-04-11,149000
"1191",2021-04-12,83000
"1192",2021-04-13,277000
"1193",2021-04-14,157000
"1194",2021-04-15,80000
"1195",2021-04-16,223000
"1196",2021-04-17,112000
"1197",2021-04-18,69000
"1198",2021-04-19,51000
"1199",2021-04-20,39000
"1200",2021-04-21,51000
"1201",2021-04-22,56000
"1202",2021-04-23,72000
"1203",2021-04-24,51000
"1204",2021-04-25,48000
"1205",2021-04-26,76000
"1206",2021-04-27,37000
"1207",2021-04-28,43000
"1208",2021-04-29,44000
"1209",2021-04-30,58000
"1210",2021-05-01,52000
"1211",2021-05-02,77000
"1212",2021-05-03,72000
"1213",2021-05-04,62000
"1214",2021-05-05,70000
"1215",2021-05-06,180000
"1216",2021-05-07,211000
"1217",2021-05-08,201000
"1218",2021-05-09,242000
"1219",2021-05-10,144000
"1220",2021-05-11,121000
"1221",2021-05-12,185000
"1222",2021-05-13,91000
"1223",2021-05-14,108000
"1224",2021-05-15,87000
"1225",2021-05-16,86000
"1226",2021-05-17,81000
"1227",2021-05-18,151000
"1228",2021-05-19,99000
"1229",2021-05-20,113000
"1230",2021-05-21,59000
"1231",2021-05-22,51000
"1232",2021-05-23,56000
"1233",2021-05-24,89000
"1234",2021-05-25,112000
"1235",2021-05-26,83000
"1236",2021-05-27,132000
"1237",2021-05-28,110000
"1238",2021-05-29,64000
"1239",2021-05-30,122000
"1240",2021-05-31,254000
"1241",2021-06-01,112000
"1242",2021-06-02,101000
"1243",2021-06-03,65000
"1244",2021-06-04,46000
"1245",2021-06-05,40000
"1246",2021-06-06,74000
"1247",2021-06-07,46000
"1248",2021-06-08,52000
"1249",2021-06-09,118000
"1250",2021-06-10,74000
"1251",2021-06-11,51000
"1252",2021-06-12,46000
"1253",2021-06-13,51000
"1254",2021-06-14,103000
"1255",2021-06-15,68000
"1256",2021-06-16,57000
"1257",2021-06-17,40000
"1258",2021-06-18,26000
"1259",2021-06-19,30000
"1260",2021-06-20,46000
"1261",2021-06-21,30000
"1262",2021-06-22,63000
"1263",2021-06-23,64000
"1264",2021-06-24,56000
"1265",2021-06-25,58000
"1266",2021-06-26,99000
"1267",2021-06-27,243000
"1268",2021-06-28,152000
"1269",2021-06-29,116000
"1270",2021-06-30,68000
"1271",2021-07-01,56000
"1272",2021-07-02,44000
"1273",2021-07-03,65000
"1274",2021-07-04,28000
"1275",2021-07-05,22000
"1276",2021-07-06,61000
"1277",2021-07-07,34000
"1278",2021-07-08,28000
"1279",2021-07-09,42000
"1280",2021-07-10,32000
"1281",2021-07-11,40000
"1282",2021-07-12,35000
"1283",2021-07-13,31000
"1284",2021-07-14,46000
"1285",2021-07-15,29000
"1286",2021-07-16,27000
"1287",2021-07-17,19000
"1288",2021-07-18,25000
"1289",2021-07-19,59000
"1290",2021-07-20,15000
"1291",2021-07-21,54000
"1292",2021-07-22,62000
"1293",2021-07-23,49000
"1294",2021-07-24,48000
"1295",2021-07-25,29000
"1296",2021-07-26,34000
"1297",2021-07-27,27000
"1298",2021-07-28,76000
"1299",2021-07-29,35000
"1300",2021-07-30,48000
"1301",2021-07-31,77000
"1302",2021-08-01,43000
"1303",2021-08-02,26000
"1304",2021-08-03,19000
"1305",2021-08-04,48000
"1306",2021-08-05,115000
"1307",2021-08-06,59000
"1308",2021-08-07,53000
"1309",2021-08-08,62000
"1310",2021-08-09,65000
"1311",2021-08-10,91000
"1312",2021-08-11,86000
"1313",2021-08-12,38000
"1314",2021-08-13,60000
"1315",2021-08-14,58000
"1316",2021-08-15,32000
"1317",2021-08-16,66000
"1318",2021-08-17,42000
"1319",2021-08-18,39000
"1320",2021-08-19,34000
"1321",2021-08-20,38000
"1322",2021-08-21,95000
"1323",2021-08-22,62000
"1324",2021-08-23,57000
"1325",2021-08-24,36000
"1326",2021-08-25,75000
"1327",2021-08-26,45000
"1328",2021-08-27,87000
"1329",2021-08-28,58000
"1330",2021-08-29,50000
"1331",2021-08-30,39000
"1332",2021-08-31,31000
"1333",2021-09-01,55000
"1334",2021-09-02,58000
"1335",2021-09-03,46000
"1336",2021-09-04,44000
"1337",2021-09-05,23000
"1338",2021-09-06,25000
"1339",2021-09-07,44000
"1340",2021-09-08,23000
"1341",2021-09-09,26000
"1342",2021-09-10,30000
"1343",2021-09-11,44000
"1344",2021-09-12,26000
"1345",2021-09-13,27000
"1346",2021-09-14,59000
"1347",2021-09-15,48000
"1348",2021-09-16,NA
"1349",2021-09-17,61000
"1350",2021-09-18,51000
"1351",2021-09-19,37000
"1352",2021-09-20,34000
"1353",2021-09-21,40000
"1354",2021-09-22,51000
"1355",2021-09-23,47000
"1356",2021-09-24,33000
"1357",2021-09-25,21000
"1358",2021-09-26,27000
"1359",2021-09-27,28000
"1360",2021-09-28,32000
"1361",2021-09-29,75000
"1362",2021-09-30,47000
"1363",2021-10-01,88000
"1364",2021-10-02,44000
